video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category
00647.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_05.jpg,90|98|105|112|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00521.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_05.jpg,70|82|95|108|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00979.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_05.jpg,59|74|90|105|120,"A pre-crash dashcam traffic scene on a highway road, under twilight light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Twilight,Clear,Highway,8
00850.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_05.jpg,53|70|86|103|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and cloudy weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Cloudy,Sub-urban,1
00712.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_05.jpg,83|92|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and cloudy weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Twilight,Cloudy,Urban,1
00952.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_05.jpg,95|101|108|114|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Highway,5
00054.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00054\pre_event\00054_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00054\pre_event\00054_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00054\pre_event\00054_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00054\pre_event\00054_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00054\pre_event\00054_pre_05.jpg,74|86|97|108|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Twilight,Clear,Urban,2
00003.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00003\pre_event\00003_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00003\pre_event\00003_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00003\pre_event\00003_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00003\pre_event\00003_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00003\pre_event\00003_pre_05.jpg,50|68|85|102|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and rain weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Rain,Highway,8
00964.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00964\pre_event\00964_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00964\pre_event\00964_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00964\pre_event\00964_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00964\pre_event\00964_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00964\pre_event\00964_pre_05.jpg,79|89|100|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00542.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00542\pre_event\00542_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00542\pre_event\00542_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00542\pre_event\00542_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00542\pre_event\00542_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00542\pre_event\00542_pre_05.jpg,36|57|78|99|120,"A pre-crash dashcam traffic scene on a other road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Other,2
00804.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00804\pre_event\00804_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00804\pre_event\00804_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00804\pre_event\00804_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00804\pre_event\00804_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00804\pre_event\00804_pre_05.jpg,114|116|117|118|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Urban,7
00696.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00696\pre_event\00696_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00696\pre_event\00696_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00696\pre_event\00696_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00696\pre_event\00696_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00696\pre_event\00696_pre_05.jpg,29|52|74|97|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00794.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00794\pre_event\00794_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00794\pre_event\00794_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00794\pre_event\00794_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00794\pre_event\00794_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00794\pre_event\00794_pre_05.jpg,81|91|100|110|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Highway,7
00328.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00328\pre_event\00328_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00328\pre_event\00328_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00328\pre_event\00328_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00328\pre_event\00328_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00328\pre_event\00328_pre_05.jpg,97|103|108|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Urban,7
00433.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00433\pre_event\00433_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00433\pre_event\00433_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00433\pre_event\00433_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00433\pre_event\00433_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00433\pre_event\00433_pre_05.jpg,35|56|78|99|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00625.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00625\pre_event\00625_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00625\pre_event\00625_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00625\pre_event\00625_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00625\pre_event\00625_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00625\pre_event\00625_pre_05.jpg,79|89|100|110|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Rain,Urban,5
00757.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00757\pre_event\00757_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00757\pre_event\00757_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00757\pre_event\00757_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00757\pre_event\00757_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00757\pre_event\00757_pre_05.jpg,46|64|83|102|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Twilight,Clear,Urban,5
00574.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00574\pre_event\00574_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00574\pre_event\00574_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00574\pre_event\00574_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00574\pre_event\00574_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00574\pre_event\00574_pre_05.jpg,49|67|84|102|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5
00750.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00750\pre_event\00750_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00750\pre_event\00750_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00750\pre_event\00750_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00750\pre_event\00750_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00750\pre_event\00750_pre_05.jpg,73|85|96|108|120,"A pre-crash dashcam traffic scene on a other road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Other,5
00613.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00613\pre_event\00613_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00613\pre_event\00613_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00613\pre_event\00613_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00613\pre_event\00613_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00613\pre_event\00613_pre_05.jpg,75|86|98|109|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Cloudy,Urban,1
